采购订单号,供应商代码,供应商名称,供应商等级,物料代码,物料名称,类型,单位,订单数量,单价,总金额,下单日期,预计交付日期,实际交付日期,状态,交期天数,备注
PO2026044121,SUP004,广州恒达金属,C级,M0101,EVA衬垫 v2,原材料,片,2500,10.95,27375,2026/2/10,2026/2/15,2026/2/16,已发货,5,海关报关处理中
PO2026011826,SUP010,重庆渝兴机械,B级,M0178,继电器 5V v3,半成品,个,200,95.05,19010,2026/2/23,2026/3/16,,待处理,21,
PO2026028550,SUP029,南昌华翔电子,A级,P0015,智能门锁 青春版,成品,把,100,807.06,80706,2026/6/27,2026/7/25,,已下达,28,
PO2026081614,SUP011,天津北方电子,A级,M0176,锂电池 聚合物3000mAh v3,半成品,块,800,122.21,97768,2026/5/30,2026/6/24,,已取消,25,
PO2026106530,SUP031,昆明昆电科技,B级,P0096,智能窗帘遥控器,成品,台,1000,133.67,133670,2026/1/16,2026/1/28,,待处理,12,
PO2026079322,SUP012,大连远东科技,B级,M0229,变压器 EE13 开关电源,原材料,个,5000,12.06,60300,2026/5/19,2026/6/23,2026/6/28,已发货,35,物流运输中-海运
PO2026050611,SUP016,佛山顺德塑胶,A级,M0235,LED灯珠 白光 6500K,原材料,颗,5000,13.07,65350,2026/2/28,2026/3/7,,生产中,7,关键物料加工中
PO2026118995,SUP029,南昌华翔电子,A级,M0182,螺母 M3 v3,半成品,颗,2000,103.74,207480,2026/4/11,2026/5/6,2026/5/11,已完成,25,质检合格入库
PO2026127134,SUP030,贵阳西南科技,C级,P0074,智能烤箱 家用版,成品,台,200,857.41,171482,2026/6/2,2026/6/22,,待处理,20,
PO2026064700,SUP009,成都科创电子,C级,M0078,LoRa模块 v2,原材料,个,3000,82.06,246180,2026/1/11,2026/2/5,2026/2/7,已完成,25,批次检验通过
PO2026067794,SUP011,天津北方电子,A级,M0234,热敏电阻 NTC 5D-9,原材料,颗,500,13.16,6580,2026/1/13,2026/2/12,,已确认,30,物料生产排程中
PO2026046800,SUP036,兰州黄河电子,A级,P0095,智能燃气报警器,成品,台,1000,224.57,224570,2026/6/2,2026/6/7,,生产中,5,关键物料加工中
PO2026074480,SUP021,西安华创科技,A级,M0113,纽扣电池 CR2032 v2,原材料,颗,3000,114.3,342900,2026/3/4,2026/4/18,,生产中,45,供应商正在生产
PO2026011677,SUP031,昆明昆电科技,B级,M0277,密封圈 硅胶O型圈,原材料,个,2000,11.74,23480,2026/6/28,2026/7/5,,已下达,7,
PO2026104406,SUP017,宁波华通电子,B级,P0034,智能扫地机器人,成品,台,800,1682.52,1346016,2026/1/18,2026/2/2,,已下达,15,
PO2026011765,SUP032,南宁南国电子,C级,M0077,Zigbee模块 v2,原材料,个,3000,122.93,368790,2026/4/24,2026/5/6,2026/5/3,已完成,12,已转入可用库存
PO2026072480,SUP009,成都科创电子,C级,M0255,温度传感器 DS18B20,原材料,个,1500,13.37,20055,2026/3/13,2026/4/2,2026/4/8,已完成,20,已转入可用库存
PO2026077710,SUP024,哈尔滨北方机械,C级,M0134,FPC柔性排线 v3,原材料,根,500,79.22,39610,2026/4/21,2026/5/1,,已下达,10,
PO2026035843,SUP028,太原重工机械,B级,M0069,PCB副板 v2,原材料,块,3000,97.37,292110,2026/4/4,2026/4/19,,部分发货,15,
PO2026085552,SUP027,石家庄华北科技,C级,M0228,继电器 HF46F 5V,原材料,个,3000,12.04,36120,2026/1/29,2026/2/8,2026/2/5,已发货,10,国内转运途中
PO2026066872,SUP021,西安华创科技,A级,M0165,EVA衬垫 v3,半成品,片,800,60.21,48168,2026/1/13,2026/2/12,,部分到货,30,
PO2026017900,SUP018,无锡精密机械,A级,P0055,智能灯带 RGB,成品,台,100,2399.12,239912,2026/6/2,2026/6/14,,生产中,12,关键物料加工中
PO2026037363,SUP031,昆明昆电科技,B级,M0005,PCB副板,原材料,块,3000,53.64,160920,2026/6/5,2026/7/5,,已下达,30,
PO2026062886,SUP011,天津北方电子,A级,M0147,LED灯珠 暖白3000K v3,原材料,颗,1000,59.13,59130,2026/3/6,2026/3/27,2026/4/4,已完成,21,批次检验通过
PO2026038926,SUP001,深圳华腾电子,A级,P0002,智能音箱 B,成品,台,50,286.41,14320.5,2026/1/17,2026/1/22,,已确认,5,质量检验标准已确认
PO2026088604,SUP008,武汉华工科技,B级,M0039,电源线 3m,原材料,根,2500,62.55,156375,2026/5/31,2026/7/5,,已下达,35,
PO2026049571,SUP022,郑州中原电子,C级,P0067,智能键盘 机械版,成品,台,1000,1515.28,1515280,2026/3/12,2026/4/9,,已确认,28,质量检验标准已确认
PO2026081275,SUP036,兰州黄河电子,A级,M0069,PCB副板 v2,原材料,块,1500,89.98,134970,2026/2/25,2026/4/1,,生产中,35,关键物料加工中
PO2026016032,SUP034,呼和浩特北方电子,C级,M0283,气泡袋 150x200mm,原材料,包,2000,12.85,25700,2026/3/6,2026/4/20,,部分到货,45,
PO2026029297,SUP008,武汉华工科技,B级,M0102,电源线 1.5m v2,原材料,根,2500,24.92,62300,2026/2/26,2026/3/8,,已下达,10,
PO2026045353,SUP037,银川西夏科技,B级,M0053,螺丝 M3*8 不锈钢,原材料,颗,1500,82.21,123315,2026/4/17,2026/4/27,,已下达,10,
PO2026044993,SUP002,东莞鑫盛塑胶,B级,M0140,蓝牙模块 BLE5.2 v3,原材料,个,3000,21.94,65820,2026/5/26,2026/6/30,,部分发货,35,
PO2026124004,SUP035,乌鲁木齐天山科技,B级,M0284,珍珠棉 EPE板材 2mm厚,原材料,张,1000,11.23,11230,2026/2/20,2026/3/4,,生产中,12,定制件制造阶段
PO2026097974,SUP015,长沙中联科技,B级,M0105,传感器模块 温湿度 v2,原材料,个,1500,97.52,146280,2026/1/16,2026/1/31,2026/2/6,已发货,15,国内转运途中
PO2026119599,SUP022,郑州中原电子,C级,M0272,屏蔽罩 铜镍合金 冲压,原材料,个,2500,12.74,31850,2026/1/18,2026/2/1,2026/2/3,已完成,14,质检合格入库
PO2026105477,SUP023,济南恒泰科技,B级,M0035,包装彩盒(小),原材料,个,1500,73.22,109830,2026/3/12,2026/3/30,,已确认,18,供应商已确认交期
PO2026037580,SUP004,广州恒达金属,C级,M0102,电源线 1.5m v2,原材料,根,500,23.5,11750,2026/4/11,2026/4/25,,生产中,14,供应商正在生产
PO2026058585,SUP004,广州恒达金属,C级,M0246,WiFi模块 RTL8822CS,原材料,个,1500,24.19,36285,2026/5/16,2026/6/13,,草稿,28,
PO2026058862,SUP007,南京盛达光电,A级,P0013,智能门锁 标准版,成品,把,500,808.91,404455,2026/3/16,2026/4/13,,已确认,28,供应商已确认交期
PO2026073515,SUP030,贵阳西南科技,C级,M0101,EVA衬垫 v2,原材料,片,2000,12.82,25640,2026/5/27,2026/6/8,,生产中,12,定制件制造阶段
PO2026057347,SUP008,武汉华工科技,B级,M0021,电解电容 100μF,原材料,颗,1000,68.5,68500,2026/2/20,2026/3/12,,已确认,20,供应商已确认交期
PO2026014431,SUP007,南京盛达光电,A级,P0004,智能灯泡 RGB,成品,个,500,279.43,139715,2026/5/7,2026/6/1,,生产中,25,定制件制造阶段
PO2026015436,SUP029,南昌华翔电子,A级,M0234,热敏电阻 NTC 5D-9,原材料,颗,1000,10.8,10800,2026/5/10,2026/5/15,,部分发货,5,
PO2026081141,SUP028,太原重工机械,B级,M0117,螺丝 M3*8 不锈钢 v2,原材料,颗,1000,47.39,47390,2026/2/16,2026/3/3,,已确认,15,供应商已确认交期
PO2026094626,SUP037,银川西夏科技,B级,M0037,EVA衬垫,原材料,片,500,39.94,19970,2026/2/2,2026/2/12,,待处理,10,
PO2026048305,SUP028,太原重工机械,B级,M0261,ABS外壳 笔记本A面 14寸,原材料,个,2500,85.09,212725,2026/1/18,2026/2/8,,已确认,21,质量检验标准已确认
PO2026017738,SUP020,福州东南电子,B级,M0008,ARM Cortex-A35芯片,原材料,片,500,14.69,7345,2026/5/29,2026/6/13,,已取消,15,
PO2026082613,SUP017,宁波华通电子,B级,P0053,智能路由器 AX,成品,台,50,617.4,30870,2026/5/23,2026/6/7,,部分发货,15,
PO2026114193,SUP014,厦门恒信光电,A级,M0180,螺丝 M2*6 不锈钢 v3,半成品,颗,2000,33.81,67620,2026/5/11,2026/6/8,,待处理,28,
PO2026015723,SUP020,福州东南电子,B级,M0103,电源线 3m v2,原材料,根,500,59.94,29970,2026/3/17,2026/4/6,2026/4/13,已发货,20,海关报关处理中
PO2026040682,SUP035,乌鲁木齐天山科技,B级,P0085,智能筋膜枪,成品,台,50,1678.46,83923,2026/5/1,2026/5/31,,部分到货,30,
PO2026044429,SUP026,沈阳航天电子,B级,M0182,螺母 M3 v3,半成品,颗,800,99.81,79848,2026/2/27,2026/3/24,,部分到货,25,
PO2026082761,SUP030,贵阳西南科技,C级,M0199,ARM Cortex-A53芯片 v4,半成品,片,800,100.69,80552,2026/3/24,2026/5/8,,已下达,45,
PO2026046151,SUP021,西安华创科技,A级,M0068,PCB主板 v2,原材料,块,3000,97.39,292170,2026/5/25,2026/6/1,,生产中,7,定制件制造阶段
PO2026090481,SUP012,大连远东科技,B级,P0035,智能投影仪,成品,台,300,2532.22,759666,2026/2/17,2026/4/3,,已下达,45,
PO2026047893,SUP011,天津北方电子,A级,P0051,智能门锁 Pro,成品,台,800,1154.08,923264,2026/4/16,2026/4/28,2026/4/25,已完成,12,已转入可用库存
PO2026071830,SUP008,武汉华工科技,B级,M0240,触摸屏 G+G 15.6寸,原材料,块,2000,204.73,409460,2026/2/19,2026/3/26,,已取消,35,
PO2026045558,SUP007,南京盛达光电,A级,M0270,泡棉胶带 双面 1mm厚,原材料,卷,5000,33.53,167650,2026/1/25,2026/1/30,2026/2/6,已发货,5,物流运输中-海运
PO2026060204,SUP021,西安华创科技,A级,M0097,包装彩盒(大) v2,原材料,个,2000,126.66,253320,2026/5/18,2026/5/30,,已确认,12,质量检验标准已确认
PO2026031172,SUP008,武汉华工科技,B级,P0097,智能场景开关,成品,台,800,2884.17,2307336,2026/6/16,2026/7/21,,部分到货,35,
PO2026086471,SUP020,福州东南电子,B级,M0047,锂电池 18650,原材料,节,1500,97.55,146325,2026/1/16,2026/1/31,,生产中,15,关键物料加工中
PO2026107990,SUP036,兰州黄河电子,A级,P0010,智能网关 标准版,成品,台,200,293.9,58780,2026/3/29,2026/4/8,,已下达,10,
PO2026121382,SUP001,深圳华腾电子,A级,M0057,磁铁 钕磁铁 10x2mm,原材料,片,3000,99.89,299670,2026/4/22,2026/5/7,,已确认,15,质量检验标准已确认
PO2026016650,SUP016,佛山顺德塑胶,A级,M0190,扬声器 3W v3,半成品,个,200,16.77,3354,2026/1/2,2026/1/7,,已确认,5,物料生产排程中
PO2026126638,SUP011,天津北方电子,A级,M0178,继电器 5V v3,半成品,个,500,87.97,43985,2026/3/19,2026/3/29,2026/3/28,已发货,10,物流运输中-海运
PO2026034564,SUP001,深圳华腾电子,A级,M0239,触摸屏 G+F 14寸,原材料,块,1500,137.12,205680,2026/3/17,2026/4/7,,已取消,21,
PO2026011234,SUP026,沈阳航天电子,B级,M0103,电源线 3m v2,原材料,根,2000,56.43,112860,2026/3/28,2026/4/2,,生产中,5,定制件制造阶段
PO2026042308,SUP004,广州恒达金属,C级,P0059,智能门铃 视频版,成品,台,1000,1468.77,1468770,2026/3/23,2026/4/22,,部分发货,30,
PO2026117254,SUP010,重庆渝兴机械,B级,M0166,电源线 1.5m v3,半成品,根,200,106.68,21336,2026/2/27,2026/3/9,,已确认,10,质量检验标准已确认
PO2026054535,SUP025,长春一汽配件,A级,P0039,智能耳机 TWS,成品,副,200,385.74,77148,2026/1/6,2026/1/16,,部分到货,10,
PO2026122207,SUP037,银川西夏科技,B级,M0014,LoRa模块,原材料,个,2000,26.96,53920,2026/3/29,2026/4/19,,已下达,21,
PO2026068077,SUP031,昆明昆电科技,B级,M0059,RFID标签 无源,原材料,个,2500,30.49,76225,2026/2/4,2026/2/9,,生产中,5,关键物料加工中
PO2026102818,SUP037,银川西夏科技,B级,M0235,LED灯珠 白光 6500K,原材料,颗,2000,12.35,24700,2026/3/6,2026/3/27,,已下达,21,
PO2026104133,SUP002,东莞鑫盛塑胶,B级,M0267,铜散热片 VC均热板,原材料,片,2000,176.21,352420,2026/4/13,2026/5/4,,部分到货,21,
PO2026027330,SUP004,广州恒达金属,C级,M0181,螺丝 M3*8 不锈钢 v3,半成品,颗,200,25.05,5010,2026/3/31,2026/4/14,,生产中,14,关键物料加工中
PO2026060531,SUP005,苏州佳美电子,A级,M0113,纽扣电池 CR2032 v2,原材料,颗,2000,117.86,235720,2026/6/27,2026/8/11,2026/8/15,已发货,45,物流运输中-海运
PO2026047003,SUP020,福州东南电子,B级,M0220,光耦 PC817,原材料,颗,3000,10.54,31620,2026/6/5,2026/7/5,,已确认,30,物料生产排程中
PO2026011897,SUP002,东莞鑫盛塑胶,B级,M0090,贴片电阻 100Ω v2,原材料,颗,500,21.2,10600,2026/1/6,2026/2/20,,生产中,45,定制件制造阶段
PO2026029760,SUP004,广州恒达金属,C级,M0236,LED灯珠 红色 0603,原材料,颗,3000,11.42,34260,2026/4/14,2026/4/29,2026/4/30,已完成,15,质检合格入库
PO2026019153,SUP036,兰州黄河电子,A级,M0277,密封圈 硅胶O型圈,原材料,个,2500,11.51,28775,2026/1/3,2026/1/15,2026/1/21,已发货,12,海关报关处理中
PO2026040444,SUP006,杭州明远科技,B级,M0158,整流二极管 v3,半成品,颗,1500,80.93,121395,2026/5/14,2026/6/11,,已确认,28,供应商已确认交期
PO2026039604,SUP027,石家庄华北科技,C级,P0084,智能按摩仪,成品,台,50,2289.19,114459.5,2026/3/14,2026/4/1,,已下达,18,
PO2026098182,SUP036,兰州黄河电子,A级,M0119,弹簧 拉伸 v2,原材料,个,1500,13.32,19980,2026/2/12,2026/2/19,,已确认,7,供应商已确认交期
PO2026073779,SUP013,青岛海润电子,C级,M0152,贴片电阻 10kΩ v3,半成品,颗,1500,150.05,225075,2026/5/5,2026/5/23,2026/5/25,已发货,18,物流运输中-海运
PO2026033998,SUP007,南京盛达光电,A级,M0260,陀螺仪 L3G4200D,原材料,个,1500,23.68,35520,2026/5/2,2026/5/16,2026/5/23,已完成,14,质检合格入库
PO2026109821,SUP021,西安华创科技,A级,M0183,弹簧 拉伸 v3,半成品,个,1000,129.5,129500,2026/3/2,2026/4/6,2026/4/3,已发货,35,国内转运途中
PO2026075644,SUP017,宁波华通电子,B级,P0062,智能体脂秤,成品,台,50,770.52,38526,2026/5/28,2026/7/12,,草稿,45,
PO2026084492,SUP016,佛山顺德塑胶,A级,M0129,ABS塑料外壳 v3,原材料,个,1000,89.18,89180,2026/5/26,2026/6/5,,部分发货,10,
PO2026013044,SUP009,成都科创电子,C级,P0093,智能门磁,成品,台,100,163.25,16325,2026/2/6,2026/2/18,,部分到货,12,
PO2026080136,SUP015,长沙中联科技,B级,P0037,智能手环,成品,个,100,290.95,29095,2026/6/16,2026/7/16,,已下达,30,
PO2026098745,SUP031,昆明昆电科技,B级,P0012,智能网关 Mini,成品,台,1000,427.53,427530,2026/2/16,2026/3/16,,部分发货,28,
PO2026010949,SUP023,济南恒泰科技,B级,P0026,窗帘电机,成品,台,100,675.72,67572,2026/1/30,2026/2/4,2026/2/2,已发货,5,国内转运途中
PO2026016322,SUP032,南宁南国电子,C级,P0081,智能血压计,成品,台,300,968.39,290517,2026/4/29,2026/5/14,,已下达,15,
PO2026033969,SUP026,沈阳航天电子,B级,M0282,标签纸 条码标签 50x30mm,原材料,卷,1000,23.24,23240,2026/5/4,2026/5/24,,已下达,20,
PO2026074842,SUP008,武汉华工科技,B级,M0075,WiFi模块 802.11ac v2,原材料,个,2000,21.79,43580,2026/6/19,2026/7/9,,已下达,20,
PO2026038435,SUP002,东莞鑫盛塑胶,B级,P0055,智能灯带 RGB,成品,台,1000,2454.95,2454950,2026/6/30,2026/7/30,,已下达,30,
PO2026101471,SUP019,合肥创新科技,C级,M0225,排针 1.27mm 单排,原材料,个,5000,11.06,55300,2026/2/24,2026/3/17,2026/3/24,已完成,21,已转入可用库存
PO2026097141,SUP006,杭州明远科技,B级,P0009,智能插排 4位,成品,个,500,784.01,392005,2026/5/14,2026/5/19,,生产中,5,定制件制造阶段
PO2026091704,SUP020,福州东南电子,B级,M0243,指纹模块 电容式,原材料,个,1500,32.74,49110,2026/2/3,2026/3/5,,生产中,30,关键物料加工中
PO2026063260,SUP001,深圳华腾电子,A级,M0254,存储芯片 AT24C256 EEPROM,原材料,片,500,11.25,5625,2026/1/29,2026/2/3,,已下达,5,
PO2026043592,SUP011,天津北方电子,A级,M0198,FPC柔性排线 v4,半成品,根,1500,139.56,209340,2026/1/21,2026/1/28,,已确认,7,供应商已确认交期
PO2026102063,SUP031,昆明昆电科技,B级,M0252,MCU单片机 ESP32-WROOM,原材料,块,3000,37.27,111810,2026/5/22,2026/6/16,,已下达,25,
PO2026121164,SUP015,长沙中联科技,B级,P0044,智能压力锅,成品,台,800,708.77,567016,2026/4/20,2026/5/18,,已确认,28,物料生产排程中
PO2026013996,SUP021,西安华创科技,A级,M0222,连接器 USB Type-C母座,原材料,个,2000,10.73,21460,2026/5/16,2026/6/6,,部分到货,21,
PO2026039665,SUP015,长沙中联科技,B级,P0034,智能扫地机器人,成品,台,50,1928.88,96444,2026/1/20,2026/1/25,2026/1/27,已完成,5,质检合格入库
PO2026050185,SUP032,南宁南国电子,C级,M0192,蜂鸣器 有源 v3,半成品,个,800,42.89,34312,2026/5/5,2026/6/19,,草稿,45,
PO2026049098,SUP032,南宁南国电子,C级,M0044,显示屏 OLED 0.96寸,原材料,块,500,79.96,39980,2026/3/10,2026/3/30,,已确认,20,质量检验标准已确认
PO2026017770,SUP012,大连远东科技,B级,P0014,智能门锁 Pro,成品,把,100,855.34,85534,2026/4/5,2026/4/17,,已下达,12,
PO2026084071,SUP010,重庆渝兴机械,B级,M0204,电解电容 470μF 16V,原材料,颗,1000,10.57,10570,2026/3/26,2026/4/30,,生产中,35,定制件制造阶段
PO2026030822,SUP030,贵阳西南科技,C级,P0051,智能门锁 Pro,成品,台,100,1232.25,123225,2026/4/15,2026/5/30,2026/6/4,已完成,45,已转入可用库存
PO2026125989,SUP022,郑州中原电子,C级,M0257,压力传感器 BMP280,原材料,个,1000,16.02,16020,2026/6/16,2026/6/23,2026/6/25,已完成,7,批次检验通过
PO2026049856,SUP025,长春一汽配件,A级,M0184,弹簧 压缩 v3,半成品,个,500,52.49,26245,2026/6/23,2026/7/14,,生产中,21,供应商正在生产
PO2026032192,SUP014,厦门恒信光电,A级,M0131,铝合金散热片 v3,原材料,片,3000,88.88,266640,2026/1/15,2026/2/9,,已发货,25,物流运输中-海运
PO2026052336,SUP011,天津北方电子,A级,M0198,FPC柔性排线 v4,半成品,根,1000,133.92,133920,2026/3/20,2026/4/3,,已确认,14,质量检验标准已确认
PO2026040105,SUP008,武汉华工科技,B级,M0129,ABS塑料外壳 v3,原材料,个,500,95.22,47610,2026/3/20,2026/4/4,,部分到货,15,
PO2026096388,SUP005,苏州佳美电子,A级,M0006,FPC柔性排线,原材料,根,2500,11.18,27950,2026/4/27,2026/5/17,2026/5/20,已发货,20,国内转运途中
PO2026085194,SUP028,太原重工机械,B级,P0029,智能摄像头 室外,成品,台,300,1071.37,321411,2026/1/7,2026/2/11,,生产中,35,供应商正在生产
PO2026055546,SUP030,贵阳西南科技,C级,P0092,智能晾衣机,成品,台,1000,1084.48,1084480,2026/4/29,2026/5/6,,生产中,7,供应商正在生产
PO2026016689,SUP021,西安华创科技,A级,M0181,螺丝 M3*8 不锈钢 v3,半成品,颗,200,23.19,4638,2026/3/19,2026/4/8,,已下达,20,
PO2026041259,SUP027,石家庄华北科技,C级,M0134,FPC柔性排线 v3,原材料,根,3000,76.01,228030,2026/2/9,2026/2/14,,已下达,5,
PO2026086465,SUP032,南宁南国电子,C级,M0184,弹簧 压缩 v3,半成品,个,1500,50.55,75825,2026/4/12,2026/5/17,,生产中,35,关键物料加工中
PO2026091322,SUP014,厦门恒信光电,A级,P0090,智能除湿机,成品,台,200,709.55,141910,2026/3/17,2026/4/16,,已确认,30,物料生产排程中
PO2026086229,SUP011,天津北方电子,A级,P0068,智能鼠标 静音版,成品,台,100,1190.72,119072,2026/6/28,2026/7/23,,已确认,25,物料生产排程中
PO2026114060,SUP036,兰州黄河电子,A级,M0229,变压器 EE13 开关电源,原材料,个,2000,10.86,21720,2026/1/2,2026/2/16,,已确认,45,物料生产排程中
PO2026068088,SUP027,石家庄华北科技,C级,M0255,温度传感器 DS18B20,原材料,个,2000,13.04,26080,2026/6/14,2026/7/19,,已确认,35,质量检验标准已确认
PO2026055712,SUP026,沈阳航天电子,B级,M0016,电源模块 12V1A,原材料,个,5000,95.2,476000,2026/6/14,2026/7/9,,已下达,25,
PO2026029893,SUP008,武汉华工科技,B级,P0042,智能加湿器,成品,台,50,398.93,19946.5,2026/4/6,2026/4/24,,已确认,18,质量检验标准已确认
PO2026032307,SUP036,兰州黄河电子,A级,M0234,热敏电阻 NTC 5D-9,原材料,颗,500,12.39,6195,2026/4/14,2026/4/24,,已确认,10,物料生产排程中
PO2026090177,SUP018,无锡精密机械,A级,P0070,智能台灯 护眼版,成品,台,300,241.21,72363,2026/6/5,2026/6/17,2026/6/23,已完成,12,已转入可用库存
PO2026060882,SUP030,贵阳西南科技,C级,M0078,LoRa模块 v2,原材料,个,2500,77.25,193125,2026/6/19,2026/6/29,,部分到货,10,
PO2026073306,SUP007,南京盛达光电,A级,P0047,智能洗碗机,成品,台,200,1178.64,235728,2026/2/28,2026/3/15,,部分发货,15,
PO2026013163,SUP029,南昌华翔电子,A级,P0061,智能投影仪 Lite,成品,台,500,2048.57,1024285,2026/3/22,2026/3/29,,已确认,7,物料生产排程中
PO2026022894,SUP005,苏州佳美电子,A级,M0009,MCU STM32F103,原材料,片,500,100.37,50185,2026/1/7,2026/1/25,,生产中,18,供应商正在生产
PO2026083771,SUP035,乌鲁木齐天山科技,B级,M0214,肖特基二极管 SS34,原材料,颗,1500,11.02,16530,2026/3/2,2026/3/22,2026/3/23,已完成,20,批次检验通过
PO2026086811,SUP008,武汉华工科技,B级,M0063,麦克风 MEMS,原材料,个,1500,81.98,122970,2026/3/14,2026/4/8,2026/4/8,已完成,25,批次检验通过
PO2026094972,SUP001,深圳华腾电子,A级,M0005,PCB副板,原材料,块,2500,43.98,109950,2026/1/16,2026/1/31,2026/2/1,已发货,15,物流运输中-海运
PO2026017841,SUP027,石家庄华北科技,C级,M0217,三极管 S8550 PNP,原材料,颗,2000,12.07,24140,2026/6/29,2026/8/3,,待处理,35,
PO2026096372,SUP025,长春一汽配件,A级,P0081,智能血压计,成品,台,200,891.22,178244,2026/3/4,2026/3/25,,已下达,21,
PO2026043344,SUP003,上海精密机械,A级,M0063,麦克风 MEMS,原材料,个,5000,84.04,420200,2026/6/11,2026/7/26,,已确认,45,质量检验标准已确认
PO2026070412,SUP006,杭州明远科技,B级,M0099,包装彩盒(小) v2,原材料,个,500,138.62,69310,2026/4/28,2026/5/10,,部分到货,12,
PO2026043864,SUP027,石家庄华北科技,C级,M0296,数据线 USB-C to C 1m,原材料,根,1500,10.74,16110,2026/3/21,2026/3/28,,已下达,7,
PO2026067863,SUP035,乌鲁木齐天山科技,B级,M0292,双面胶 PET透明 0.1mm,原材料,卷,2500,12.65,31625,2026/4/28,2026/6/2,,已下达,35,
PO2026109984,SUP013,青岛海润电子,C级,P0067,智能键盘 机械版,成品,台,200,1476.39,295278,2026/4/4,2026/4/11,,已下达,7,
PO2026108692,SUP023,济南恒泰科技,B级,M0233,压敏电阻 14D471K,原材料,颗,1500,11.44,17160,2026/4/13,2026/5/3,2026/5/4,已完成,20,已转入可用库存
PO2026085797,SUP036,兰州黄河电子,A级,P0050,智能空调,成品,台,300,2493.44,748032,2026/1/26,2026/2/5,2026/2/10,已发货,10,国内转运途中
PO2026080533,SUP018,无锡精密机械,A级,M0099,包装彩盒(小) v2,原材料,个,500,154.61,77305,2026/1/31,2026/2/18,,已下达,18,
PO2026071211,SUP006,杭州明远科技,B级,M0019,LED灯珠 暖白3000K,原材料,颗,500,45.92,22960,2026/1/14,2026/1/21,,已确认,7,供应商已确认交期
PO2026062262,SUP036,兰州黄河电子,A级,M0230,变压器 EE25 高频,原材料,个,500,13.61,6805,2026/3/25,2026/4/12,2026/4/15,已完成,18,已转入可用库存
PO2026049140,SUP019,合肥创新科技,C级,P0038,智能手表,成品,个,50,1097.88,54894,2026/4/9,2026/4/19,2026/4/17,已发货,10,物流运输中-海运
PO2026104287,SUP029,南昌华翔电子,A级,M0135,ARM Cortex-A53芯片 v3,原材料,片,1500,131.77,197655,2026/1/8,2026/2/7,,已确认,30,物料生产排程中
PO2026102726,SUP011,天津北方电子,A级,M0128,蜂鸣器 有源 v2,原材料,个,3000,129.09,387270,2026/5/19,2026/5/31,,生产中,12,供应商正在生产
PO2026086805,SUP035,乌鲁木齐天山科技,B级,P0083,智能血氧仪,成品,台,200,1345.61,269122,2026/6/5,2026/6/17,,已下达,12,
PO2026072065,SUP018,无锡精密机械,A级,P0072,智能空气净化器,成品,台,50,529.52,26476,2026/1/22,2026/2/11,2026/2/11,已完成,20,已转入可用库存
PO2026028912,SUP012,大连远东科技,B级,P0033,智能除湿机,成品,台,300,1075.85,322755,2026/6/8,2026/7/13,,生产中,35,关键物料加工中
PO2026066757,SUP031,昆明昆电科技,B级,M0263,PC罩 触摸板盖板,原材料,个,3000,24.32,72960,2026/4/9,2026/5/9,,生产中,30,定制件制造阶段
PO2026047622,SUP024,哈尔滨北方机械,C级,P0061,智能投影仪 Lite,成品,台,300,1847.56,554268,2026/1/9,2026/2/8,2026/2/16,已完成,30,已转入可用库存
PO2026106686,SUP023,济南恒泰科技,B级,M0224,排针 2.54mm 2x40P,原材料,个,1000,10.86,10860,2026/4/8,2026/5/23,2026/5/20,已完成,45,质检合格入库
PO2026114983,SUP031,昆明昆电科技,B级,M0270,泡棉胶带 双面 1mm厚,原材料,卷,2500,37.72,94300,2026/4/7,2026/5/7,,已确认,30,质量检验标准已确认
PO2026090391,SUP004,广州恒达金属,C级,M0064,蜂鸣器 有源,原材料,个,1500,97.31,145965,2026/6/16,2026/6/23,,生产中,7,供应商正在生产
PO2026036147,SUP008,武汉华工科技,B级,M0156,晶振 32.768kHz v3,半成品,颗,2000,114.7,229400,2026/2/7,2026/3/14,2026/3/14,已完成,35,批次检验通过
PO2026069473,SUP031,昆明昆电科技,B级,M0166,电源线 1.5m v3,半成品,根,1500,97.98,146970,2026/6/28,2026/7/19,,已下达,21,
PO2026036167,SUP029,南昌华翔电子,A级,M0089,贴片电阻 1kΩ v2,原材料,颗,1000,88.08,88080,2026/6/20,2026/7/11,,已下达,21,
PO2026070266,SUP030,贵阳西南科技,C级,M0224,排针 2.54mm 2x40P,原材料,个,500,11.69,5845,2026/4/4,2026/4/9,2026/4/16,已完成,5,质检合格入库
PO2026082749,SUP007,南京盛达光电,A级,M0207,电感线圈 4.7μH 屏蔽,原材料,颗,500,12.35,6175,2026/5/18,2026/6/17,2026/6/19,已完成,30,质检合格入库
PO2026070985,SUP037,银川西夏科技,B级,M0193,ABS塑料外壳 v4,半成品,个,1500,15.9,23850,2026/2/16,2026/2/28,,已下达,12,
PO2026047066,SUP016,佛山顺德塑胶,A级,M0252,MCU单片机 ESP32-WROOM,原材料,块,2000,44.06,88120,2026/6/25,2026/7/9,,部分发货,14,
PO2026011343,SUP037,银川西夏科技,B级,P0097,智能场景开关,成品,台,800,2621.78,2097424,2026/1/31,2026/2/7,,待处理,7,
PO2026030371,SUP010,重庆渝兴机械,B级,P0057,智能温控器,成品,台,1000,1082.88,1082880,2026/2/15,2026/2/22,,已确认,7,质量检验标准已确认
